year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,age,profit,new_year
2012,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,91,DOLLARS(millions),12,9191919191,4024
2012,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,1668,DOLLARS(millions),12,16681668166816681668,4024
2012,D,"Electricity, Gas, Water and Waste Services",f_50-99,Fixed tangible assets,C,DOLLARS(millions),12,CCCCC,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,9,COUNT,12,99999,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,Rolling mean employees,1245,COUNT,12,12451245124512451245,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,Salaries and wages paid,76,DOLLARS(millions),12,7676767676,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,"Sales, government funding, grants and subsidies",557,DOLLARS(millions),12,557557557557557,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total income,596,DOLLARS(millions),12,596596596596596,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,485,DOLLARS(millions),12,485485485485485,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,93,DOLLARS(millions),12,9393939393,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total assets,2777,DOLLARS(millions),12,27772777277727772777,4024
2012,D,"Electricity, Gas, Water and Waste Services",g_100-199,Fixed tangible assets,2415,DOLLARS(millions),12,24152415241524152415,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,Activity unit,15,COUNT,12,1515151515,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,9417,COUNT,12,94179417941794179417,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,Salaries and wages paid,712,DOLLARS(millions),12,712712712712712,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies",12735,DOLLARS(millions),12,1273512735127351273512735,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,Total income,13064,DOLLARS(millions),12,1306413064130641306413064,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure,11739,DOLLARS(millions),12,1173911739117391173911739,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,1543,DOLLARS(millions),12,15431543154315431543,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,Total assets,46866,DOLLARS(millions),12,4686646866468664686646866,4024
2012,D,"Electricity, Gas, Water and Waste Services",h_200+,Fixed tangible assets,37709,DOLLARS(millions),12,3770937709377093770937709,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Activity unit,1011,COUNT,12,10111011101110111011,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Rolling mean employees,14580,COUNT,12,1458014580145801458014580,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Salaries and wages paid,1022,DOLLARS(millions),12,10221022102210221022,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,"Sales, government funding, grants and subsidies",17339,DOLLARS(millions),12,1733917339173391733917339,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total income,17802,DOLLARS(millions),12,1780217802178021780217802,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,15786,DOLLARS(millions),12,1578615786157861578615786,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2243,DOLLARS(millions),12,22432243224322432243,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets,61333,DOLLARS(millions),12,6133361333613336133361333,4024
2012,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets,48583,DOLLARS(millions),12,4858348583485834858348583,4024
2012,E,Construction,a_0,Activity unit,28434,COUNT,12,2843428434284342843428434,4024
2012,E,Construction,a_0,Rolling mean employees,0,COUNT,12,00000,4024
2012,E,Construction,a_0,Salaries and wages paid,681,DOLLARS(millions),12,681681681681681,4024
2012,E,Construction,a_0,"Sales, government funding, grants and subsidies",5804,DOLLARS(millions),12,58045804580458045804,4024
2012,E,Construction,a_0,Total income,5862,DOLLARS(millions),12,58625862586258625862,4024
2012,E,Construction,a_0,Total expenditure,5167,DOLLARS(millions),12,51675167516751675167,4024
2012,E,Construction,a_0,Operating profit before tax,512,DOLLARS(millions),12,512512512512512,4024
2012,E,Construction,a_0,Total assets,5899,DOLLARS(millions),12,58995899589958995899,4024
2012,E,Construction,a_0,Fixed tangible assets,1817,DOLLARS(millions),12,18171817181718171817,4024
2012,E,Construction,b_1-5,Activity unit,16164,COUNT,12,1616416164161641616416164,4024
2012,E,Construction,b_1-5,Rolling mean employees,28461,COUNT,12,2846128461284612846128461,4024
2012,E,Construction,b_1-5,Salaries and wages paid,1500,DOLLARS(millions),12,15001500150015001500,4024
2012,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",6414,DOLLARS(millions),12,64146414641464146414,4024
2012,E,Construction,b_1-5,Total income,6443,DOLLARS(millions),12,64436443644364436443,4024
2012,E,Construction,b_1-5,Total expenditure,5918,DOLLARS(millions),12,59185918591859185918,4024
2012,E,Construction,b_1-5,Operating profit before tax,545,DOLLARS(millions),12,545545545545545,4024
2012,E,Construction,b_1-5,Total assets,3329,DOLLARS(millions),12,33293329332933293329,4024
2012,E,Construction,b_1-5,Fixed tangible assets,948,DOLLARS(millions),12,948948948948948,4024
2012,E,Construction,c_6-9,Activity unit,2202,COUNT,12,22022202220222022202,4024
2012,E,Construction,c_6-9,Rolling mean employees,15294,COUNT,12,1529415294152941529415294,4024
2012,E,Construction,c_6-9,Salaries and wages paid,807,DOLLARS(millions),12,807807807807807,4024
2012,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",2941,DOLLARS(millions),12,29412941294129412941,4024
2012,E,Construction,c_6-9,Total income,2956,DOLLARS(millions),12,29562956295629562956,4024
2012,E,Construction,c_6-9,Total expenditure,2845,DOLLARS(millions),12,28452845284528452845,4024
2012,E,Construction,c_6-9,Operating profit before tax,134,DOLLARS(millions),12,134134134134134,4024
2012,E,Construction,c_6-9,Total assets,1317,DOLLARS(millions),12,13171317131713171317,4024
2012,E,Construction,c_6-9,Fixed tangible assets,333,DOLLARS(millions),12,333333333333333,4024
2012,E,Construction,d_10-19,Activity unit,1377,COUNT,12,13771377137713771377,4024
2012,E,Construction,d_10-19,Rolling mean employees,17955,COUNT,12,1795517955179551795517955,4024
2012,E,Construction,d_10-19,Salaries and wages paid,907,DOLLARS(millions),12,907907907907907,4024
2012,E,Construction,d_10-19,"Sales, government funding, grants and subsidies",3673,DOLLARS(millions),12,36733673367336733673,4024
2012,E,Construction,d_10-19,Total income,3694,DOLLARS(millions),12,36943694369436943694,4024
2012,E,Construction,d_10-19,Total expenditure,3554,DOLLARS(millions),12,35543554355435543554,4024
2012,E,Construction,d_10-19,Operating profit before tax,123,DOLLARS(millions),12,123123123123123,4024
2012,E,Construction,d_10-19,Total assets,1707,DOLLARS(millions),12,17071707170717071707,4024
2012,E,Construction,d_10-19,Fixed tangible assets,335,DOLLARS(millions),12,335335335335335,4024
2012,E,Construction,e_20-49,Activity unit,651,COUNT,12,651651651651651,4024
2012,E,Construction,e_20-49,Rolling mean employees,18687,COUNT,12,1868718687186871868718687,4024
2012,E,Construction,e_20-49,Salaries and wages paid,993,DOLLARS(millions),12,993993993993993,4024
2012,E,Construction,e_20-49,"Sales, government funding, grants and subsidies",4201,DOLLARS(millions),12,42014201420142014201,4024
2012,E,Construction,e_20-49,Total income,4219,DOLLARS(millions),12,42194219421942194219,4024
2012,E,Construction,e_20-49,Total expenditure,4108,DOLLARS(millions),12,41084108410841084108,4024
2012,E,Construction,e_20-49,Operating profit before tax,139,DOLLARS(millions),12,139139139139139,4024
2012,E,Construction,e_20-49,Total assets,1767,DOLLARS(millions),12,17671767176717671767,4024
2012,E,Construction,e_20-49,Fixed tangible assets,586,DOLLARS(millions),12,586586586586586,4024
2012,E,Construction,f_50-99,Activity unit,135,COUNT,12,135135135135135,4024
2012,E,Construction,f_50-99,Rolling mean employees,8865,COUNT,12,88658865886588658865,4024
2012,E,Construction,f_50-99,Salaries and wages paid,520,DOLLARS(millions),12,520520520520520,4024
2012,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",2650,DOLLARS(millions),12,26502650265026502650,4024
2012,E,Construction,f_50-99,Total income,2663,DOLLARS(millions),12,26632663266326632663,4024
2012,E,Construction,f_50-99,Total expenditure,2536,DOLLARS(millions),12,25362536253625362536,4024
2012,E,Construction,f_50-99,Operating profit before tax,142,DOLLARS(millions),12,142142142142142,4024
2012,E,Construction,f_50-99,Total assets,1364,DOLLARS(millions),12,13641364136413641364,4024
2012,E,Construction,f_50-99,Fixed tangible assets,306,DOLLARS(millions),12,306306306306306,4024
2012,E,Construction,g_100-199,Activity unit,45,COUNT,12,4545454545,4024
2012,E,Construction,g_100-199,Rolling mean employees,6003,COUNT,12,60036003600360036003,4024
2012,E,Construction,g_100-199,Salaries and wages paid,384,DOLLARS(millions),12,384384384384384,4024
2012,E,Construction,g_100-199,"Sales, government funding, grants and subsidies",1577,DOLLARS(millions),12,15771577157715771577,4024
2012,E,Construction,g_100-199,Total income,1586,DOLLARS(millions),12,15861586158615861586,4024
2012,E,Construction,g_100-199,Total expenditure,1492,DOLLARS(millions),12,14921492149214921492,4024
2012,E,Construction,g_100-199,Operating profit before tax,90,DOLLARS(millions),12,9090909090,4024
2012,E,Construction,g_100-199,Total assets,1145,DOLLARS(millions),12,11451145114511451145,4024
2012,E,Construction,g_100-199,Fixed tangible assets,445,DOLLARS(millions),12,445445445445445,4024
2012,E,Construction,h_200+,Activity unit,42,COUNT,12,4242424242,4024
2012,E,Construction,h_200+,Rolling mean employees,23085,COUNT,12,2308523085230852308523085,4024
2012,E,Construction,h_200+,Salaries and wages paid,1546,DOLLARS(millions),12,15461546154615461546,4024
2012,E,Construction,h_200+,"Sales, government funding, grants and subsidies",6444,DOLLARS(millions),12,64446444644464446444,4024
2012,E,Construction,h_200+,Total income,6537,DOLLARS(millions),12,65376537653765376537,4024
2012,E,Construction,h_200+,Total expenditure,6289,DOLLARS(millions),12,62896289628962896289,4024
2012,E,Construction,h_200+,Operating profit before tax,299,DOLLARS(millions),12,299299299299299,4024
2012,E,Construction,h_200+,Total assets,3825,DOLLARS(millions),12,38253825382538253825,4024
2012,E,Construction,h_200+,Fixed tangible assets,663,DOLLARS(millions),12,663663663663663,4024
2012,E,Construction,i_Industry_Total,Activity unit,49047,COUNT,12,4904749047490474904749047,4024
2012,E,Construction,i_Industry_Total,Rolling mean employees,118350,COUNT,12,118350118350118350118350118350,4024
2012,E,Construction,i_Industry_Total,Salaries and wages paid,7337,DOLLARS(millions),12,73377337733773377337,4024
2012,E,Construction,i_Industry_Total,"Sales, government funding, grants and subsidies",33704,DOLLARS(millions),12,3370433704337043370433704,4024
2012,E,Construction,i_Industry_Total,Total income,33962,DOLLARS(millions),12,3396233962339623396233962,4024
2012,E,Construction,i_Industry_Total,Total expenditure,31908,DOLLARS(millions),12,3190831908319083190831908,4024
2012,E,Construction,i_Industry_Total,Operating profit before tax,1983,DOLLARS(millions),12,19831983198319831983,4024
2012,E,Construction,i_Industry_Total,Total assets,20352,DOLLARS(millions),12,2035220352203522035220352,4024
2012,E,Construction,i_Industry_Total,Fixed tangible assets,5434,DOLLARS(millions),12,54345434543454345434,4024
2012,F,Wholesale Trade,a_0,Activity unit,7737,COUNT,12,77377737773777377737,4024
2012,F,Wholesale Trade,a_0,Rolling mean employees,0,COUNT,12,00000,4024
2012,F,Wholesale Trade,a_0,Salaries and wages paid,266,DOLLARS(millions),12,266266266266266,4024
2012,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",7058,DOLLARS(millions),12,70587058705870587058,4024
2012,F,Wholesale Trade,a_0,Total income,7215,DOLLARS(millions),12,72157215721572157215,4024
2012,F,Wholesale Trade,a_0,Total expenditure,6897,DOLLARS(millions),12,68976897689768976897,4024
2012,F,Wholesale Trade,a_0,Operating profit before tax,219,DOLLARS(millions),12,219219219219219,4024
2012,F,Wholesale Trade,a_0,Total assets,3357,DOLLARS(millions),12,33573357335733573357,4024
2012,F,Wholesale Trade,a_0,Fixed tangible assets,607,DOLLARS(millions),12,607607607607607,4024
2012,F,Wholesale Trade,b_1-5,Activity unit,6030,COUNT,12,60306030603060306030,4024
2012,F,Wholesale Trade,b_1-5,Rolling mean employees,13548,COUNT,12,1354813548135481354813548,4024
2012,F,Wholesale Trade,b_1-5,Salaries and wages paid,775,DOLLARS(millions),12,775775775775775,4024
2012,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",9317,DOLLARS(millions),12,93179317931793179317,4024
2012,F,Wholesale Trade,b_1-5,Total income,9382,DOLLARS(millions),12,93829382938293829382,4024
2012,F,Wholesale Trade,b_1-5,Total expenditure,9089,DOLLARS(millions),12,90899089908990899089,4024
2012,F,Wholesale Trade,b_1-5,Operating profit before tax,422,DOLLARS(millions),12,422422422422422,4024
2012,F,Wholesale Trade,b_1-5,Total assets,4116,DOLLARS(millions),12,41164116411641164116,4024
2012,F,Wholesale Trade,b_1-5,Fixed tangible assets,446,DOLLARS(millions),12,446446446446446,4024
2012,F,Wholesale Trade,c_6-9,Activity unit,1122,COUNT,12,11221122112211221122,4024
2012,F,Wholesale Trade,c_6-9,Rolling mean employees,7983,COUNT,12,79837983798379837983,4024
2012,F,Wholesale Trade,c_6-9,Salaries and wages paid,412,DOLLARS(millions),12,412412412412412,4024
2012,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",4459,DOLLARS(millions),12,44594459445944594459,4024
2012,F,Wholesale Trade,c_6-9,Total income,4495,DOLLARS(millions),12,44954495449544954495,4024
2012,F,Wholesale Trade,c_6-9,Total expenditure,4304,DOLLARS(millions),12,43044304430443044304,4024
2012,F,Wholesale Trade,c_6-9,Operating profit before tax,216,DOLLARS(millions),12,216216216216216,4024
2012,F,Wholesale Trade,c_6-9,Total assets,1854,DOLLARS(millions),12,18541854185418541854,4024
2012,F,Wholesale Trade,c_6-9,Fixed tangible assets,167,DOLLARS(millions),12,167167167167167,4024
2012,F,Wholesale Trade,d_10-19,Activity unit,960,COUNT,12,960960960960960,4024
2012,F,Wholesale Trade,d_10-19,Rolling mean employees,13068,COUNT,12,1306813068130681306813068,4024
2012,F,Wholesale Trade,d_10-19,Salaries and wages paid,717,DOLLARS(millions),12,717717717717717,4024
2012,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",8149,DOLLARS(millions),12,81498149814981498149,4024
2012,F,Wholesale Trade,d_10-19,Total income,8210,DOLLARS(millions),12,82108210821082108210,4024
2012,F,Wholesale Trade,d_10-19,Total expenditure,7877,DOLLARS(millions),12,78777877787778777877,4024
2012,F,Wholesale Trade,d_10-19,Operating profit before tax,351,DOLLARS(millions),12,351351351351351,4024
2012,F,Wholesale Trade,d_10-19,Total assets,3635,DOLLARS(millions),12,36353635363536353635,4024
2012,F,Wholesale Trade,d_10-19,Fixed tangible assets,327,DOLLARS(millions),12,327327327327327,4024
2012,F,Wholesale Trade,e_20-49,Activity unit,555,COUNT,12,555555555555555,4024
2012,F,Wholesale Trade,e_20-49,Rolling mean employees,16728,COUNT,12,1672816728167281672816728,4024
2012,F,Wholesale Trade,e_20-49,Salaries and wages paid,1037,DOLLARS(millions),12,10371037103710371037,4024
2012,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",11097,DOLLARS(millions),12,1109711097110971109711097,4024
2012,F,Wholesale Trade,e_20-49,Total income,11220,DOLLARS(millions),12,1122011220112201122011220,4024
2012,F,Wholesale Trade,e_20-49,Total expenditure,10823,DOLLARS(millions),12,1082310823108231082310823,4024
2012,F,Wholesale Trade,e_20-49,Operating profit before tax,587,DOLLARS(millions),12,587587587587587,4024
2012,F,Wholesale Trade,e_20-49,Total assets,5741,DOLLARS(millions),12,57415741574157415741,4024
2012,F,Wholesale Trade,e_20-49,Fixed tangible assets,557,DOLLARS(millions),12,557557557557557,4024
2012,F,Wholesale Trade,f_50-99,Activity unit,195,COUNT,12,195195195195195,4024
2012,F,Wholesale Trade,f_50-99,Rolling mean employees,13146,COUNT,12,1314613146131461314613146,4024
2012,F,Wholesale Trade,f_50-99,Salaries and wages paid,807,DOLLARS(millions),12,807807807807807,4024
2012,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",9590,DOLLARS(millions),12,95909590959095909590,4024
2012,F,Wholesale Trade,f_50-99,Total income,9693,DOLLARS(millions),12,96939693969396939693,4024
2012,F,Wholesale Trade,f_50-99,Total expenditure,9332,DOLLARS(millions),12,93329332933293329332,4024
2012,F,Wholesale Trade,f_50-99,Operating profit before tax,418,DOLLARS(millions),12,418418418418418,4024
2012,F,Wholesale Trade,f_50-99,Total assets,5114,DOLLARS(millions),12,51145114511451145114,4024
2012,F,Wholesale Trade,f_50-99,Fixed tangible assets,407,DOLLARS(millions),12,407407407407407,4024
2012,F,Wholesale Trade,g_100-199,Activity unit,63,COUNT,12,6363636363,4024
2012,F,Wholesale Trade,g_100-199,Rolling mean employees,8637,COUNT,12,86378637863786378637,4024
2012,F,Wholesale Trade,g_100-199,Salaries and wages paid,539,DOLLARS(millions),12,539539539539539,4024
2012,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",7162,DOLLARS(millions),12,71627162716271627162,4024
2012,F,Wholesale Trade,g_100-199,Total income,7236,DOLLARS(millions),12,72367236723672367236,4024
2012,F,Wholesale Trade,g_100-199,Total expenditure,7030,DOLLARS(millions),12,70307030703070307030,4024
2012,F,Wholesale Trade,g_100-199,Operating profit before tax,381,DOLLARS(millions),12,381381381381381,4024
2012,F,Wholesale Trade,g_100-199,Total assets,3801,DOLLARS(millions),12,38013801380138013801,4024
2012,F,Wholesale Trade,g_100-199,Fixed tangible assets,320,DOLLARS(millions),12,320320320320320,4024
2012,F,Wholesale Trade,h_200+,Activity unit,48,COUNT,12,4848484848,4024
2012,F,Wholesale Trade,h_200+,Rolling mean employees,22965,COUNT,12,2296522965229652296522965,4024
2012,F,Wholesale Trade,h_200+,Salaries and wages paid,1370,DOLLARS(millions),12,13701370137013701370,4024
2012,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",24218,DOLLARS(millions),12,2421824218242182421824218,4024
2012,F,Wholesale Trade,h_200+,Total income,24331,DOLLARS(millions),12,2433124331243312433124331,4024
2012,F,Wholesale Trade,h_200+,Total expenditure,23940,DOLLARS(millions),12,2394023940239402394023940,4024
2012,F,Wholesale Trade,h_200+,Operating profit before tax,534,DOLLARS(millions),12,534534534534534,4024
2012,F,Wholesale Trade,h_200+,Total assets,8106,DOLLARS(millions),12,81068106810681068106,4024
2012,F,Wholesale Trade,h_200+,Fixed tangible assets,1107,DOLLARS(millions),12,11071107110711071107,4024
2012,F,Wholesale Trade,i_Industry_Total,Activity unit,16710,COUNT,12,1671016710167101671016710,4024
2012,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,96078,COUNT,12,9607896078960789607896078,4024
2012,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,5925,DOLLARS(millions),12,59255925592559255925,4024
2012,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",81051,DOLLARS(millions),12,8105181051810518105181051,4024
2012,F,Wholesale Trade,i_Industry_Total,Total income,81782,DOLLARS(millions),12,8178281782817828178281782,4024
2012,F,Wholesale Trade,i_Industry_Total,Total expenditure,79293,DOLLARS(millions),12,7929379293792937929379293,4024
2012,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,3127,DOLLARS(millions),12,31273127312731273127,4024
2012,F,Wholesale Trade,i_Industry_Total,Total assets,35724,DOLLARS(millions),12,3572435724357243572435724,4024
2012,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,3938,DOLLARS(millions),12,39383938393839383938,4024
2012,G,Retail Trade,a_0,Activity unit,10470,COUNT,12,1047010470104701047010470,4024
2012,G,Retail Trade,a_0,Rolling mean employees,0,COUNT,12,00000,4024
2012,G,Retail Trade,a_0,Salaries and wages paid,178,DOLLARS(millions),12,178178178178178,4024
2012,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",2762,DOLLARS(millions),12,27622762276227622762,4024
2012,G,Retail Trade,a_0,Total income,2776,DOLLARS(millions),12,27762776277627762776,4024
2012,G,Retail Trade,a_0,Total expenditure,2641,DOLLARS(millions),12,26412641264126412641,4024
2012,G,Retail Trade,a_0,Operating profit before tax,124,DOLLARS(millions),12,124124124124124,4024
2012,G,Retail Trade,a_0,Total assets,1846,DOLLARS(millions),12,18461846184618461846,4024
2012,G,Retail Trade,a_0,Fixed tangible assets,589,DOLLARS(millions),12,589589589589589,4024
2012,G,Retail Trade,b_1-5,Activity unit,10764,COUNT,12,1076410764107641076410764,4024
2012,G,Retail Trade,b_1-5,Rolling mean employees,24345,COUNT,12,2434524345243452434524345,4024
2012,G,Retail Trade,b_1-5,Salaries and wages paid,783,DOLLARS(millions),12,783783783783783,4024
2012,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",7233,DOLLARS(millions),12,72337233723372337233,4024
2012,G,Retail Trade,b_1-5,Total income,7267,DOLLARS(millions),12,72677267726772677267,4024
2012,G,Retail Trade,b_1-5,Total expenditure,7087,DOLLARS(millions),12,70877087708770877087,4024
2012,G,Retail Trade,b_1-5,Operating profit before tax,242,DOLLARS(millions),12,242242242242242,4024
2012,G,Retail Trade,b_1-5,Total assets,3167,DOLLARS(millions),12,31673167316731673167,4024
2012,G,Retail Trade,b_1-5,Fixed tangible assets,637,DOLLARS(millions),12,637637637637637,4024
2012,G,Retail Trade,c_6-9,Activity unit,1818,COUNT,12,18181818181818181818,4024
2012,G,Retail Trade,c_6-9,Rolling mean employees,12948,COUNT,12,1294812948129481294812948,4024
2012,G,Retail Trade,c_6-9,Salaries and wages paid,419,DOLLARS(millions),12,419419419419419,4024
2012,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",3065,DOLLARS(millions),12,30653065306530653065,4024
2012,G,Retail Trade,c_6-9,Total income,3075,DOLLARS(millions),12,30753075307530753075,4024
2012,G,Retail Trade,c_6-9,Total expenditure,2965,DOLLARS(millions),12,29652965296529652965,4024
2012,G,Retail Trade,c_6-9,Operating profit before tax,116,DOLLARS(millions),12,116116116116116,4024
2012,G,Retail Trade,c_6-9,Total assets,1008,DOLLARS(millions),12,10081008100810081008,4024
2012,G,Retail Trade,c_6-9,Fixed tangible assets,207,DOLLARS(millions),12,207207207207207,4024
2012,G,Retail Trade,d_10-19,Activity unit,1542,COUNT,12,15421542154215421542,4024
2012,G,Retail Trade,d_10-19,Rolling mean employees,20571,COUNT,12,2057120571205712057120571,4024
2012,G,Retail Trade,d_10-19,Salaries and wages paid,693,DOLLARS(millions),12,693693693693693,4024
2012,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",5782,DOLLARS(millions),12,57825782578257825782,4024
2012,G,Retail Trade,d_10-19,Total income,5816,DOLLARS(millions),12,58165816581658165816,4024
2012,G,Retail Trade,d_10-19,Total expenditure,5703,DOLLARS(millions),12,57035703570357035703,4024
2012,G,Retail Trade,d_10-19,Operating profit before tax,182,DOLLARS(millions),12,182182182182182,4024
2012,G,Retail Trade,d_10-19,Total assets,1839,DOLLARS(millions),12,18391839183918391839,4024
2012,G,Retail Trade,d_10-19,Fixed tangible assets,243,DOLLARS(millions),12,243243243243243,4024
2012,G,Retail Trade,e_20-49,Activity unit,552,COUNT,12,552552552552552,4024
2012,G,Retail Trade,e_20-49,Rolling mean employees,15678,COUNT,12,1567815678156781567815678,4024
2012,G,Retail Trade,e_20-49,Salaries and wages paid,519,DOLLARS(millions),12,519519519519519,4024
2012,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",4913,DOLLARS(millions),12,49134913491349134913,4024
2012,G,Retail Trade,e_20-49,Total income,4931,DOLLARS(millions),12,49314931493149314931,4024
2012,G,Retail Trade,e_20-49,Total expenditure,4873,DOLLARS(millions),12,48734873487348734873,4024
2012,G,Retail Trade,e_20-49,Operating profit before tax,111,DOLLARS(millions),12,111111111111111,4024
2012,G,Retail Trade,e_20-49,Total assets,1501,DOLLARS(millions),12,15011501150115011501,4024
2012,G,Retail Trade,e_20-49,Fixed tangible assets,312,DOLLARS(millions),12,312312312312312,4024
2012,G,Retail Trade,f_50-99,Activity unit,222,COUNT,12,222222222222222,4024
2012,G,Retail Trade,f_50-99,Rolling mean employees,15732,COUNT,12,1573215732157321573215732,4024
2012,G,Retail Trade,f_50-99,Salaries and wages paid,504,DOLLARS(millions),12,504504504504504,4024
2012,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",4688,DOLLARS(millions),12,46884688468846884688,4024
2012,G,Retail Trade,f_50-99,Total income,4714,DOLLARS(millions),12,47144714471447144714,4024
2012,G,Retail Trade,f_50-99,Total expenditure,4684,DOLLARS(millions),12,46844684468446844684,4024
2012,G,Retail Trade,f_50-99,Operating profit before tax,68,DOLLARS(millions),12,6868686868,4024
2012,G,Retail Trade,f_50-99,Total assets,1319,DOLLARS(millions),12,13191319131913191319,4024
2012,G,Retail Trade,f_50-99,Fixed tangible assets,227,DOLLARS(millions),12,227227227227227,4024
2012,G,Retail Trade,g_100-199,Activity unit,153,COUNT,12,153153153153153,4024
2012,G,Retail Trade,g_100-199,Rolling mean employees,22485,COUNT,12,2248522485224852248522485,4024
2012,G,Retail Trade,g_100-199,Salaries and wages paid,635,DOLLARS(millions),12,635635635635635,4024
2012,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",6392,DOLLARS(millions),12,63926392639263926392,4024
2012,G,Retail Trade,g_100-199,Total income,6423,DOLLARS(millions),12,64236423642364236423,4024
2012,G,Retail Trade,g_100-199,Total expenditure,6277,DOLLARS(millions),12,62776277627762776277,4024
2012,G,Retail Trade,g_100-199,Operating profit before tax,181,DOLLARS(millions),12,181181181181181,4024
2012,G,Retail Trade,g_100-199,Total assets,1760,DOLLARS(millions),12,17601760176017601760,4024
2012,G,Retail Trade,g_100-199,Fixed tangible assets,372,DOLLARS(millions),12,372372372372372,4024
2012,G,Retail Trade,h_200+,Activity unit,123,COUNT,12,123123123123123,4024
2012,G,Retail Trade,h_200+,Rolling mean employees,79437,COUNT,12,7943779437794377943779437,4024
2012,G,Retail Trade,h_200+,Salaries and wages paid,2387,DOLLARS(millions),12,23872387238723872387,4024
2012,G,Retail Trade,h_200+,"Sales, government funding, grants and subsidies",21235,DOLLARS(millions),12,2123521235212352123521235,4024
2012,G,Retail Trade,h_200+,Total income,21407,DOLLARS(millions),12,2140721407214072140721407,4024
2012,G,Retail Trade,h_200+,Total expenditure,20688,DOLLARS(millions),12,2068820688206882068820688,4024
2012,G,Retail Trade,h_200+,Operating profit before tax,837,DOLLARS(millions),12,837837837837837,4024
2012,G,Retail Trade,h_200+,Total assets,8951,DOLLARS(millions),12,89518951895189518951,4024
2012,G,Retail Trade,h_200+,Fixed tangible assets,2359,DOLLARS(millions),12,23592359235923592359,4024
2012,G,Retail Trade,i_Industry_Total,Activity unit,25644,COUNT,12,2564425644256442564425644,4024
2012,G,Retail Trade,i_Industry_Total,Rolling mean employees,191196,COUNT,12,191196191196191196191196191196,4024
2012,G,Retail Trade,i_Industry_Total,Salaries and wages paid,6118,DOLLARS(millions),12,61186118611861186118,4024
2012,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",56070,DOLLARS(millions),12,5607056070560705607056070,4024
2012,G,Retail Trade,i_Industry_Total,Total income,56409,DOLLARS(millions),12,5640956409564095640956409,4024
